"","WARD_Name","injunctions_n"
"3532","Kidwelly and St Ishmael",1
"3533","Kilburn",2
"3534","Kilburn, Denby, Holbrook & Horsley",1
"3535","Kilgetty and Begelly",1
"3536","Kilgrimol",1
"3537","Killamarsh East",1
"3538","Killamarsh West",1
"3539","Killingbeck & Seacroft",1
"3540","Killinghall, Hampsthwaite & Saltergate",1
"3541","Killingworth",1
"3542","Kilnhouse",1
"3543","Kilnhurst & Swinton East",1
"3544","Kimberley",1
"3545","Kimbolton",1
"3546","King Alfred",1
"3547","King George's & Sunray",1
"3548","King's Ash",1
"3549","King's Cross",2
"3550","King's Hedges",1
"3551","King's Norton North",1
"3552","King's Norton South",1
"3553","King's Park",1
"3554","Kingham, Rollright and Enstone",1
"3555","Kings Acre",1
"3556","Kings Hill",1
"3557","Kings Langley",1
"3558","Kings Walk",1
"3559","Kingsbridge",1
"3560","Kingsbrook",1
"3561","Kingsbury",3
"3562","Kingsgate",1
"3563","Kingsholm and Wotton",1
"3564","Kingshurst and Fordbridge",1
"3565","Kingsley & Semilong",1
"3566","Kingsmead",1
"3567","Kingsnorth Village & Bridgefield",1
"3568","Kingstanding",1
"3569","Kingsteignton East",1
"3570","Kingsteignton West",1
"3571","Kingsthorpe North",1
"3572","Kingsthorpe South",1
"3573","Kingston",1
"3574","Kingston Bagpuize",1
"3575","Kingston Gate",1
"3576","Kingston Park South & Newbiggin Hall",1
"3577","Kingston Town",1
"3578","Kingstone",1
"3579","Kingsway",1
"3580","Kingsway Forest Town",1
"3581","Kingsway with Lincoln Gardens",1
"3582","Kingswinford North & Wall Heath",1
"3583","Kingswinford South",1
"3584","Kingswood",1
"3585","Kington",1
"3586","Kinmel Bay",1
"3587","Kinson",1
"3588","Kinver & Enville",1
"3589","Kinwarton",1
"3590","Kippax & Methley",1
"3591","Kirby Cross",1
"3592","Kirby Muxloe",1
"3593","Kirby-le-Soken & Hamford",1
"3594","Kirk Hallam & Stanton-by-Dale",1
"3595","Kirkburton",1
"3596","Kirkby Cross & Portland",1
"3597","Kirkby Stephen and Tebay",1
"3598","Kirkby la Thorpe & South Kyme",1
"3599","Kirkbymoorside & Dales",1
"3600","Kirkdale East",1
"3601","Kirkdale West",1
"3602","Kirkham",1
"3603","Kirkleatham",1
"3604","Kirkley & Pakefield",1
"3605","Kirkstall",1
"3606","Kirton and Frampton",1
"3607","Knaphill",1
"3608","Knaresborough East",1
"3609","Knaresborough West",1
"3610","Knebworth",1
"3611","Knellwood",1
"3612","Knight's Hill",1
"3613","Knighton",1
"3614","Knighton with Beguildy",1
"3615","Knightsbridge & Belgravia",7
"3616","Knottingley",1
"3617","Knotty Ash & Dovecot Park",1
"3618","Knowle",1
"3619","Knutsford",1
"3620","Knutton",1
"3621","Kursaal",1
"3622","Lache",1
"3623","Ladgate",1
"3624","Lady Bay",1
"3625","Lady Margaret",1
"3626","Ladywell",1
"3627","Ladywood",2
"3628","Laindon Park",1
"3629","Lake North",1
"3630","Lake South",1
"3631","Lakenham",1
"3632","Lakenheath",1
"3633","Laleham and Shepperton Green",2
"3634","Lambourn",1
"3635","Lambridge",1
"3636","Lamesley",1
"3637","Lampeter",1
"3638","Lampeter Velfrey",1
"3639","Lamphey",1
"3640","Lancaster Gate",1
"3641","Lancaster North",1
"3642","Lancaster South",1
"3643","Lanchester & Burnhope",1
"3644","Land's End",1
"3645","Landkey",1
"3646","Landore",1
"3647","Lanehead",1
"3648","Langbourn",1
"3649","Langdon Hills",1
"3650","Langham",1
"3651","Langley",1
"3652","Langley & Esh",1
"3653","Langley Foxborough",1
"3654","Langley Green & Tushmore",3
"3655","Langley Marish",1
"3656","Langley Meads",1
"3657","Langley St Mary's",1
"3658","Langney",1
"3659","Langold",1
"3660","Langwith",1
"3661","Lanivet, Blisland & Bodmin St Lawrence",1
"3662","Lanner, Stithians & Gwennap",1
"3663","Lansbury",3
"3664","Lansdown",2
"3665","Lapley, Stretton & Wheaton Aston",1
"3666","Larkfield",1
"3667","Larklands",1
"3668","Larkswood",1
"3669","Larwood",1
"3670","Latchford East",1
"3671","Latchford West",1
"3672","Latton Bush & Stewards",1
"3673","Laugharne Township",1
"3674","Launceston North & North Petherwin",1
"3675","Launceston South",1
"3676","Launditch",1
"3677","Launton and Otmoor",1
"3678","Lavant",1
"3679","Lavender",1
"3680","Lavender Fields",1
"3681","Lavenham",1
"3682","Laverstock",1
"3683","Lawford, Manningtree & Mistley",1
"3684","Lawley",1
"3685","Lawrence Hill",1
"3686","Laycock",1
"3687","Layton",1
"3688","Lea",1
"3689","Lea & Larches",1
"3690","Lea Bridge",1
"3691","Leagrave",1
"3692","Leake",1
"3693","Leam Valley",1
"3694","Leamington",1
"3695","Leamington Brunswick",1
"3696","Leamington Clarendon",1
"3697","Leamington Lillington",1
"3698","Leamington Milverton",1
"3699","Leamington Willes",1
"3700","Leasowe and Moreton East",1
"3701","Leatherhead North",1
"3702","Leatherhead South",1
"3703","Leavesden",1
"3704","Lechlade, Kempsford & Fairford South",1
"3705","Leckhampton",1
"3706","Ledbury North",1
"3707","Ledbury South",1
"3708","Ledbury West",1
"3709","Ledsham & Manor",1
"3710","Lee Chapel North",1
"3711","Lee East",1
"3712","Lee Green",1
"3713","Lee West",1
"3714","Leeds & Langley",1
"3715","Leek East",1
"3716","Leek North",1
"3717","Leek South",1
"3718","Leek West",1
"3719","Leen Valley",1
"3720","Leesland & Newtown",1
"3721","Leeswood",1
"3722","Legbourne",1
"3723","Leggatts",1
"3724","Leicester Forest & Lubbesthorpe",1
"3725","Leigh",1
"3726","Leigh Central & Higher Folds",1
"3727","Leigh Park Central & West Leigh",1
"3728","Leigh Park Hermitage",1
"3729","Leigh South",1
"3730","Leigh West",1
"3731","Leigh and Chiddingstone Causeway",1
"3732","Leighton",1
"3733","Leighton-Linslade North",1
"3734","Leighton-Linslade South",1
"3735","Leighton-Linslade West",1
"3736","Lemington",1
"3737","Lenton & Wollaton East",1
"3738","Leomansley",1
"3739","Leominster East",1
"3740","Leominster North & Rural",1
"3741","Leominster South",1
"3742","Leominster West",1
"3743","Leopard Hill",1
"3744","Letchworth Grange",1
"3745","Letchworth Norton",1
"3746","Letchworth South East",1
"3747","Letchworth South West",1
"3748","Letchworth Wilbury",1
"3749","Letterston",1
"3750","Levens and Crooklands",1
"3751","Levenshulme",1
"3752","Leverington & Wisbech Rural",1
"3753","Leverstock Green",1
"3754","Lewes Bridge",1
"3755","Lewes Castle",1
"3756","Lewes Priory",1
"3757","Lewisham Central",1
"3758","Lewsey",1
"3759","Lexden and Braiswick",1
"3760","Leyburn & Middleham",1
"3761","Leyland Central",1
"3762","Leyton",1
"3763","Leytonstone",1
"3764","Lickey Hills",1
"3765","Lickhill",1
"3766","Liden, Eldene and Park South",1
"3767","Lightwater",1
"3768","Lightwood North & Normacot",1
"3769","Lillie",1
"3770","Lime Street",1
"3771","Limehouse",3
"3772","Limestone Peak",1
"3773","Limpsfield",1
"3774","Linacre",2
"3775","Lincoln",1
"3776","Lincrest",1
"3777","Lindfield",1
"3778","Lindfield Rural & High Weald",1
"3779","Lindford",1
"3780","Lindhurst",1
"3781","Lindley",1
"3782","Lindridge",1
"3783","Ling Forest",1
"3784","Lingfield, Crowhurst & Tandridge",2
"3785","Link",1
"3786","Linthorpe",1
"3787","Linton",2
"3788","Liscard",1
"3789","Liskeard Central",1
"3790","Liskeard South & Dobwalls",1
"3791","Liss",1
"3792","Lisvane and Thornhill",1
"3793","Litherland",1
"3794","Little Acton",1
"3795","Little Aston & Stonnall",1
"3796","Little Baddow, Danbury and Sandon",1
"3797","Little Chell & Stanfield",1
"3798","Little Clacton",1
"3799","Little Eaton & Stanley",1
"3800","Little Hadham & The Pelhams",1
"3801","Little Hallam",1
"3802","Little Harwood & Whitebirk",1
"3803","Little Horton",1
"3804","Little Hulton",1
"3805","Little Ilford",2
"3806","Little Lever & Darcy Lever",1
"3807","Little London & Woodhouse",1
"3808","Little Neston",1
"3809","Little Parndon & Town Centre",1
"3810","Little Stour & Adisham",1
"3811","Little Stour & Ashstone",1
"3812","Little Thurrock Blackshots",3
"3813","Little Thurrock Rectory",3
"3814","Little Venice",3
"3815","Littleborough Lakeside",1
"3816","Littlebury, Chesterford & Wenden Lofts",1
"3817","Littledown & Iford",1
"3818","Littlemoor",1
"3819","Littlemoor & Preston",1
"3820","Littlemore",1
"3821","Littleover",1
"3822","Littleport",1
"3823","Littleworth",1
"3824","Liversedge and Gomersal",1
"3825","Livesey with Pleasington",1
"3826","Llanafanfawr with Garth",1
"3827","Llanasa and Trelawnyd",1
"3828","Llanbadarn Fawr",1
"3829","Llanbadoc and Usk",1
"3830","Llanbedrog gyda Mynytho",1
"3831","Llanberis",1
"3832","Llanboidy",1
"3833","Llanbradach",1
"3834","Llanbrynmair",1
"3835","Llandaff",1
"3836","Llandaff North",1
"3837","Llanddarog",1
"3838","Llandderfel",1
"3839","Llandeilo",1
"3840","Llandinam with Dolfor",1
"3841","Llandough",1
"3842","Llandovery",1
"3843","Llandow",1
"3844","Llandrillo-yn-Rhos",1
"3845","Llandrindod North",1
"3846","Llandrindod South",1
"3847","Llandrinio",1
"3848","Llandybie",1
"3849","Llandyfriog",1
"3850","Llandyrnog",1
"3851","Llandysilio",1
"3852","Llandysilio and Llangrannog",1
"3853","Llandysul North and Troedyraur",1
"3854","Llandysul South",1
"3855","Llanegwad",1
"3856","Llanelly",1
"3857","Llanelwedd",1
"3858","Llanfair Caereinion and Llanerfyl",1
"3859","Llanfair Dyffryn Clwyd Gwyddelwern",1
"3860","Llanfarian",1
"3861","Llanfihangel Aberbythych",1
"3862","Llanfihangel Ystrad",1
"3863","Llanfihangel-ar-Arth",1
"3864","Llanfoist Fawr and Govilon",1
"3865","Llanfrechfa and Ponthir",1
"3866","Llanfyllin",1
"3867","Llanfynydd",1
"3868","Llangadog",1
"3869","Llangarron",1
"3870","Llangattock and Llangynidr",1
"3871","Llangeitho",1
"3872","Llangennech",1
"3873","Llangollen",1
"3874","Llangollen Rural",1
"3875","Llangors with Bwlch",1
"3876","Llangunllo with Norton",1
"3877","Llangunnor",1
"3878","Llangwm",1
"3879","Llangybi",1
"3880","Llangybi Fawr",1
"3881","Llangyfelach",1
"3882","Llangyndeyrn",1
"3883","Llangyniew and Meifod",1
"3884","Llangynwyd",1
"3885","Llanharry",1
"3886","Llanhilleth",1
"3887","Llanidloes",1
"3888","Llanishen",1
"3889","Llanllyfni",1
"3890","Llannarth",1
"3891","Llannon",1
"3892","Llanrhaeadr-ym-Mochnant and Llansilin",1
"3893","Llanrhaeadr-yng-Nghinmeirch",1
"3894","Llanrhian",1
"3895","Llanrhystyd",1
"3896","Llanrug",1
"3897","Llanrumney",1
"3898","Llanrwst a Llanddoged",1
"3899","Llansamlet",1
"3900","Llansanffraid",2
"3901","Llansannan",1
"3902","Llansantffraid",1
"3903","Llantarnam",1
"3904","Llantilio Crossenny",1
"3905","Llantrisant and Talbot Green",1
"3906","Llantwit Fardre",1
"3907","Llantwit Major",1
"3908","Llanuwchllyn",1
"3909","Llanwenog",1
"3910","Llanwern",1
"3911","Llanwnda",1
"3912","Llanwrtyd Wells",1
"3913","Llanybydder",1
"3914","Llanymynech",1
"3915","Llanyrafon",1
"3916","Llanyre with Nantmel",1
"3917","Llanystumdwy",1
"3918","Llay",1
"3919","Lledrod",1
"3920","Lliedi",1
"3921","Lligwy",1
"3922","Lliswerry",1
"3923","Lloyds & Corby Village",2
"3924","Llwchwr",1
"3925","Llwyn-y-pia",1
"3926","Llwynhendy",1
"3927","Llysfaen",1
"3928","Lobley Hill and Bensham",1
"3929","Lockleaze",1
"3930","Locks Heath",1
"3931","Lockwood",1
"3932","Loddiswell & Aveton Gifford",1
"3933","Loddon",1
"3934","Loddon & Chedgrave",1
"3935","Lodge",1
"3936","Loftus",1
"3937","Loggerheads",1
"3938","London Bridge & West Bermondsey",4
"3939","London Colney",1
"3940","London Fields",1
"3941","Long Ashton",1
"3942","Long Buckby",1
"3943","Long Clawson and Stathern",1
"3944","Long Crendon",1
"3945","Long Ditton",1
"3946","Long Eaton Central",1
"3947","Long Marston",1
"3948","Long Melford",1
"3949","Long Rock, Marazion & St Erth",1
"3950","Long Sutton",1
"3951","Long Whatton & Diseworth",1
"3952","Longbeck",1
"3953","Longbenton & Benton",1
"3954","Longbridge",1
"3955","Longbridge & West Heath",1
"3956","Longcross, Lyne & Chertsey South",2
"3957","Longden",1
"3958","Longdendale",1
"3959","Longdon",2
"3960","Longfield, New Barn & Southfleet",2
"3961","Longford",1
"3962","Longhill & Bilton Grange",1
"3963","Longhirst",1
"3964","Longholme",1
"3965","Longhope & Huntley",1
"3966","Longhorsley",1
"3967","Longhoughton",1
"3968","Longlands",1
"3969","Longlands & Beechwood",1
"3970","Longlevens",1
"3971","Longmeadow",1
"3972","Longsight",1
"3973","Longstanton",1
"3974","Longthornton",1
"3975","Longton & Hutton West",1
"3976","Longton & Meir Hay South",1
"3977","Longtown",1
"3978","Longwell Green",1
"3979","Looe East & Deviock",1
"3980","Looe West, Pelynt, Lansallos & Lanteglos",1
"3981","Loose & Linton",1
"3982","Lordswood & Walderslade",1
"3983","Lostock & Barton",1
"3984","Lostock Hall",1
"3985","Lostwithiel & Lanreath",1
"3986","Lothingland",1
"3987","Loton",1
"3988","Loughborough Ashby",1
"3989","Loughborough East",1
"3990","Loughborough Nanpantan",1
"3991","Loughborough Outwoods & Shelthorpe",1
"3992","Loughborough Southfields",1
"3993","Loughborough Storer",1
"3994","Loughborough Woodthorpe",1
"3995","Loughton & Shenley",1
"3996","Loughton Fairmead",1
"3997","Loughton Forest",1
"3998","Loughton Roding",1
"3999","Loughton St John's",1
"4000","Loveden Heath",1
"4001","Low Fell",1
"4002","Low Furness",1
"4003","Lowdham",1
"4004","Lower Culm",1
"4005","Lower Edmonton",1
"4006","Lower Kingswood, Tadworth & Walton",3
"4007","Lower Lune Valley",1
"4008","Lower Morden",1
"4009","Lower Stoke",1
"4010","Lower Teesdale",1
"4011","Lower Wick & Pitmaston",1
"4012","Lower Willingdon",1
"4013","Lowes Hill",1
"4014","Lowton East",1
"4015","Loxford",2
"4016","Loxwood",1
"4017","Lozells",1
"4018","Lubenham",1
"4019","Luddendenfoot",1
"4020","Ludgershall North & Rural",1
"4021","Ludgvan, Madron, Gulval & Heamoor",1
"4022","Ludlow East",1
"4023","Ludlow North",1
"4024","Ludlow South",1
"4025","Lumley & West Rainton",1
"4026","Luton",1
"4027","Lutterell",1
"4028","Lutterworth East",1
"4029","Lutterworth West",1
"4030","Lydbrook",1
"4031","Lyddington",1
"4032","Lydeard",1
"4033","Lydiard and Freshbrook",1
"4034","Lydney East",1
"4035","Lydney North",1
"4036","Lydney West & Aylburton",1
"4037","Lye & Stourbridge North",1
"4038","Lye Valley",1
"4039","Lyme & Charmouth",1
"4040","Lymington",1
"4041","Lymm North and Thelwall",1
"4042","Lymm South",1
"4043","Lyndhurst & Minstead",1
"4044","Lyndon",1
"4045","Lyneham",1
"4046","Lynemouth",1
"4047","Lynher",1
"4048","Lynton & Lynmouth",1
"4049","Lytchett Matravers & Upton",1
"4050","Lytham East",1
"4051","Lytham West",1
"4052","Mablethorpe",1
"4053","Macclesfield Central",1
"4054","Macclesfield East",1
"4055","Macclesfield Hurdsfield",1
"4056","Macclesfield South",1
"4057","Macclesfield Tytherington",1
"4058","Macclesfield West and Ivy",1
"4059","Machen and Rudry",1
"4060","Machynlleth",1
"4061","Mackworth & New Zealand",1
"4062","Madeley & Betley",1
"4063","Madeley & Sutton Hill",1
"4064","Maenclochog",1
"4065","Maer & Whitmore",1
"4066","Maescar and Llywel",1
"4067","Maesteg East",1
"4068","Maesteg West",1
"4069","Maesycwmmer",1
"4070","Magdalen",1
"4071","Magor East with Undy",1
"4072","Magor West",1
"4073","Maida Vale",1
"4074","Maiden Erlegh & Whitegates",2
"4075","Maidenbower",1
"4076","Maldon East",1
"4077","Maldon North",1
"4078","Maldon South",1
"4079","Maldon West",1
"4080","Malinslee & Dawley Bank",1
"4081","Malmesbury",1
"4082","Malpas",1
"4083","Maltby East",1
"4084","Malton",1
"4085","Mancroft",1
"4086","Mandale & Victoria",1
"4087","Manifold",1
"4088","Manningham",1
"4089","Mannington and Western",1
"4090","Manor",2
"4091","Manor Castle",1
"4092","Manor House",1
"4093","Manor Park",2
"4094","Manor Park & Stoke",1
"4095","Manorbier and Penally",1
"4096","Manordeilo and Salem",1
"4097","Mapperley",1
"4098","Marbury",1
"4099","March East",1
"4100","March North",1
"4101","March South",1
"4102","March West & Benwick",1
"4103","Marcham",1
"4104","Marchwiel",1
"4105","Marchwood & Eling",1
"4106","Marconi",1
"4107","Marden & Yalding",1
"4108","Mardy",1
"4109","Maresfield",1
"4110","Marfleet",1
"4111","Marford and Hoseley",1
"4112","Margam and Tai-bach",1
"4113","Margate Central",1
"4114","Marine",2
"4115","Mark Hall",1
"4116","Market",1
"4117","Market & West Deeping",1
"4118","Market Drayton East & Rural",1
"4119","Market Drayton North",1
"4120","Market Drayton South",1
"4121","Market Harborough-Great Bowden & Arden",1
"4122","Market Harborough-Little Bowden",1
"4123","Market Harborough-Logan",1
"4124","Market Harborough-Welland",1
"4125","Market Rasen",1
"4126","Market Warsop",1
"4127","Markfield, Stanton and Fieldhead",1
"4128","Markhouse",1
"4129","Marks Tey and Layer",2
"4130","Marlborough",1
"4131","Marlborough East",1
"4132","Marlborough West",1
"4133","Marlbrook",1
"4134","Marldon & Littlehempston",1
"4135","Marlow",1
"4136","Marple North",1
"4137","Marple South & High Lane",1
"4138","Marsden & Southfield",1
"4139","Marsh",1
"4140","Marsh & Micklefield",1
"4141","Marsh Mill",1
"4142","Marshalls & Rise Park",2
"4143","Marshalswick East & Jersey Farm",1
"4144","Marshalswick West",1
"4145","Marshchapel & Somercotes",1
"4146","Marshes",1
"4147","Marshwood Vale",1
"4148","Marston",1
"4149","Martins Wood",1
"4150","Martlesham & Purdis Farm",1
"4151","Martletwy",1
"4152","Martley",1
"4153","Martock",1
"4154","Marton",1
"4155","Marton East",1
"4156","Marton West",1
"4157","Marwood",1
"4158","Mary Tavy",1
"4159","Maryland",1
"4160","Marylebone",4
"4161","Maryport North",1
"4162","Maryport South",1
"4163","Mash Barn",1
"4164","Masham & Fountains",1
"4165","Massingham with Castle Acre",1
"4166","Matchborough & Woodrow",1
"4167","Matlock East & Tansley",1
"4168","Matlock West",1
"4169","Matson, Robinswood and White City",1
"4170","Mattishall",1
"4171","Maun Valley Forest Town",1
"4172","Mawneys",1
"4173","Maxton & Elms Vale",1
"4174","May Bank",1
"4175","Mayals",1
"4176","Mayesbrook",1
"4177","Mayfield",1
"4178","Mayfield & Five Ashes",1
"4179","Mayland",1
"4180","Maypole & Leyton Cross",1
"4181","Maze Hill",1
"4182","Meadows",1
"4183","Meads",1
"4184","Meadvale & St John's",1
"4185","Mease Valley",1
"4186","Measham North",1
"4187","Measham South",1
"4188","Meden",1
"4189","Medlar-with-Wesham",1
"4190","Medlock Vale",1
"4191","Meir Hay North, Parkhall & Weston Coyney",1
"4192","Meir North",1
"4193","Meir Park",1
"4194","Meir South",1
"4195","Melbourn",1
"4196","Melbourne",1
"4197","Melcombe Regis",1
"4198","Melindwr",1
"4199","Melksham East",1
"4200","Melksham Forest",1
"4201","Melksham South",1
"4202","Melksham Without North & Shurnhold",1
"4203","Melksham Without West & Rural",1
"4204","Mellor",1
"4205","Melton",1
"4206","Melton Craven",1
"4207","Melton Dorian",1
"4208","Melton Egerton",1
"4209","Melton Newport",1
"4210","Melton Sysonby",1
"4211","Melton Warwick",1
"4212","Menai",1
"4213","Mendip",1
"4214","Mendip Central and East",1
"4215","Mendip Hills",1
"4216","Mendip South",1
"4217","Mendip West",1
"4218","Mendlesham",1
"4219","Meole",1
"4220","Meols",1
"4221","Meopham North",1
"4222","Meopham South & Vigo",1
"4223","Meppershall & Shillington",1
"4224","Mercian",1
"4225","Mere",1
"4226","Meriden",3
"4227","Merlin's Bridge",1
"4228","Merrow",1
"4229","Merry Hill",1
"4230","Mersea and Pyefleet",1
"4231","Mersey & Weston",1
"4232","Mersham, Sevington South with Finberry",1
"4233","Merthyr Vale",1
"4234","Merton Park",1
"4235","Messingham",1
"4236","Metheringham Rural",1
"4237","Methwold",1
"4238","Mevagissey & St Austell Bay",1
"4239","Mexborough",1
"4240","Micklegate",1
"4241","Mickleham, Westcott & Okewood",1
"4242","Mickleover",1
"4243","Mid Craven",1
"4244","Mid Holderness",1
"4245","Mid Test",1
"4246","Middle Deal",1
"4247","Middle Park & Horn Park",1
"4248","Middleforth",1
"4249","Middleton Cheney",1
"4250","Middleton Park",1
"4251","Middleton-on-Sea",1
"4252","Middlewich",1
"4253","Midhurst",1
"4254","Midsomer Norton North",1
"4255","Midsomer Norton Redfield",1
"4256","Midway",1
"4257","Milby",1
"4258","Mildenhall Great Heath",1
"4259","Mildenhall Kingsway & Market",1
"4260","Mildenhall Queensway",1
"4261","Mildmay",1
"4262","Mile Cross",1
"4263","Mile End",2
"4264","Miles Platting & Newton Heath",1
"4265","Milford",1
"4266","Milford & Hordle",1
"4267","Milford & Witley",1
"4268","Milford: Central",1
"4269","Milford: East",1
"4270","Milford: Hakin",1
"4271","Milford: Hubberston",1
"4272","Milford: North",1
"4273","Milford: West",1
"4274","Milkstone & Deeplish",1
"4275","Mill Hill",3
"4276","Mill Hill & Moorgate",1
"4277","Mill Lane",1
"4278","Millbrook",1
"4279","Millfield",1
"4280","Millom",1
"4281","Millom Without",1
"4282","Milnrow & Newhey",1
"4283","Milnshaw",1
"4284","Milton",1
"4285","Milton & Tamarside",1
"4286","Milton & Waterbeach",1
"4287","Milton Ford",1
"4288","Milton Regis",1
"4289","Milton-under-Wychwood",1
"4290","Milwich",1
"4291","Minchinhampton",1
"4292","Mincinglake and Whipton",1
"4293","Minden",1
"4294","Minehead",1
"4295","Minera",1
"4296","Minety",1
"4297","Minster",1
"4298","Minster Cliffs",1
"4299","Minster and Woodmansey",1
"4300","Mirehouse",1
"4301","Mirfield",1
"4302","Misterton",2
"4303","Mitchel Troy and Trellech United",1
"4304","Mitcheldean, Ruardean & Drybrook",1
"4305","Mitton",1
"4306","Mobberley",1
"4307","Mochdre",1
"4308","Moel Famau",1
"4309","Mold East",1
"4310","Mold South",1
"4311","Mold West",1
"4312","Mold: Broncoed",1
"4313","Molesey East",1
"4314","Molesey West",1
"4315","Molyneux",1
"4316","Monk Bretton",1
"4317","Monk Fryston & South Milford",1
"4318","Monkhams",1
"4319","Monkleigh & Putford",1
"4320","Monkmoor",1
"4321","Monkseaton",1
"4322","Monkston",1
"4323","Monkton",1
"4324","Monkton & North Curry",1
"4325","Monument",1
"4326","Moor Park & Eastbury",1
"4327","Moor View",1
"4328","Moorcroft & Sneyd Green",1
"4329","Moordown",1
"4330","Moorland",1
"4331","Moorlands",1
"4332","Moorside",1
"4333","Moortown",1
"4334","Moreland",1
"4335","Moreton East",1
"4336","Moreton Hall",1
"4337","Moreton West",1
"4338","Moreton West and Saughall Massie",1
"4339","Moretonhampstead",1
"4340","Morfa Nefyn a Thudweiliog",1
"4341","Morfa Tywyn",1
"4342","Morgan Jones",1
"4343","Moriah and Pontlottyn",1
"4344","Morley North",1
"4345","Morley South",1
"4346","Morpeth Kirkhill",1
"4347","Morpeth North",1
"4348","Morpeth Stobhill",1
"4349","Morriston",1
"4350","Mortehoe",1
"4351","Mortimer",1
"4352","Mortlake & Barnes Common",1
"4353","Morton",1
"4354","Morton-on-Swale & Appleton Wiske",1
"4355","Mosborough",1
"4356","Moseley",1
"4357","Moss Bank",1
"4358","Moss Bay and Moorclose",1
"4359","Moss Side",2
"4360","Mossley",1
"4361","Mossley Hill",1
"4362","Moston",1
"4363","Mostyn",1
"4364","Motspur Park & Old Malden East",1
"4365","Mottingham",1
"4366","Mottingham, Coldharbour & New Eltham",1
"4367","Moulsecoomb & Bevendean",1
"4368","Moulsham Lodge",1
"4369","Moulsham and Central",1
"4370","Moulton",1
"4371","Moulton, Weston and Cowbit",1
"4372","Mount",1
"4373","Mount Hermon",1
"4374","Mount Pleasant",1
"4375","Mountain Ash",1
"4376","Mountjoy & Shide",1
"4377","Mountsorrel",1
"4378","Mousehole, Newlyn & St Buryan",1
"4379","Mowden",1
"4380","Much Hadham",1
"4381","Much Wenlock",1
"4382","Much Woolton & Hunts Cross",1
"4383","Mudeford, Stanpit & West Highcliffe",1
"4384","Mulbarton & Stoke Holy Cross",1
"4385","Mullion & St Keverne",1
"4386","Mumbles",1
"4387","Mundesley",1
"4388","Munster",1
"4389","Murston",1
"4390","Murton",1
"4391","Muscliff & Strouden Park",1
"4392","Muskham",1
"4393","Musters",1
"4394","Muswell Hill",1
"4395","Muxton",1
"4396","Mwldan",1
"4397","Myatt's Fields",1
"4398","Mylor, Perranarworthal & Ponsanooth",1
"4399","Mynydd-bach",1
"4400","Mytchett & Deepcut",1
"4401","Nadder Valley",1
"4402","Nailbourne",1
"4403","Nailsea Golden Valley",1
"4404","Nailsea West End",1
"4405","Nailsea Yeo",1
"4406","Nailsea Youngwood",1
"4407","Nailsworth",1
"4408","Nant-y-moel",1
"4409","Nantwich North and West",1
"4410","Nantwich South and Stapeley",1
"4411","Nantyglo",1
"4412","Nar Valley",1
"4413","Narberth: Rural",1
"4414","Narberth: Urban",1
"4415","Narborough & Littlethorpe",1
"4416","Nascot",1
"4417","Naseby",1
"4418","Nash Mills",1
"4419","Navenby & Brant Broughton",1
"4420","Neath East",1
"4421","Neath North",1
"4422","Neath South",1
"4423","Nechells",1
"4424","Necton",1
"4425","Needham Market",1
"4426","Nefyn",1
"4427","Nelson",2
"4428","Nene Valley",1
"4429","Neston",1
"4430","Nether Edge and Sharrow",1
"4431","Nethercourt",1
"4432","Netherfield",1
"4433","Nethermayne",1
"4434","Netherpool",1
"4435","Netherton",1
"4436","Netherton & Holly Hall",1
"4437","Netherton and Orrell",1
"4438","Netteswell",1
"4439","Nettleham",1
"4440","Nettlestone & Seaview",1
"4441","Nevile & Langar",1
"4442","Nevill",1
"4443","Neville's Cross",1
"4444","New Addington North",1
"4445","New Addington South",1
"4446","New Bilton",1
"4447","New Brighton",1
"4448","New Broughton",1
"4449","New Cheltenham",1
"4450","New Costessey",1
"4451","New Cross Gate",1
"4452","New Haw",1
"4453","New Inn",1
"4454","New Longton & Hutton East",1
"4455","New Malden Village",1
"4456","New Mills",1
"4457","New Mills East",1
"4458","New Mills West",1
"4459","New Quay and Llanllwchaearn",1
"4460","New Romney",1
"4461","New Southgate",1
"4462","New Town and Christ Church",1
"4463","New Tredegar",1
"4464","New York & Murton",1
"4465","Newbiggin-by-the-Sea",1
"4466","Newbold Verdon with Desford and Peckleton",1
"4467","Newbold and Brownsover",1
"4468","Newbridge",1
"4469","Newbridges",1
"4470","Newbury",1
"4471","Newbury Central",1
"4472","Newbury Clay Hill",1
"4473","Newbury Greenham",1
"4474","Newbury Speen",1
"4475","Newbury Wash Common",1
"4476","Newby",1
"4477","Newchapel & Mow Cop",1
"4478","Newchurch, Havenstreet & Ashey",1
"4479","Newcomen",1
"4480","Newent & Taynton",1
"4481","Newhall and Stanton",1
"4482","Newhaven North",1
"4483","Newhaven South",1
"4484","Newick",1
"4485","Newington",3
"4486","Newington & Gipsyville",1
"4487","Newland & Sling",1
"4488","Newlands Forest Town",1
"4489","Newmarket East",1
"4490","Newmarket North",1
"4491","Newmarket West",1
"4492","Newnham",4
"4493","Newport",2
"4494","Newport Central",1
"4495","Newport East",1
"4496","Newport North",1
"4497","Newport Pagnell North & Hanslope",1
"4498","Newport Pagnell South",1
"4499","Newport South",1
"4500","Newport West",1
"4501","Newport and Dinas",1
"4502","Newquay Central & Pentire",1
"4503","Newquay Porth & Tretherras",1
