"","WARD_Name","injunctions_n"
"4504","Newquay Trenance",1
"4505","Newsham",1
"4506","Newsome",1
"4507","Newstead Abbey",1
"4508","Newton",2
"4509","Newton & Hoole",1
"4510","Newton & Yealmpton",1
"4511","Newton Farm",1
"4512","Newton Flotman",1
"4513","Newton Longville",1
"4514","Newton Poppleford & Harpford",1
"4515","Newton Regis and Warton",1
"4516","Newton-le-Willows East",1
"4517","Newton-le-Willows West",1
"4518","Newtown",2
"4519","Newtown & Heatherlands",1
"4520","Newtown Central and South",1
"4521","Newtown East",1
"4522","Newtown North",1
"4523","Newtown West",1
"4524","Newtown and St Leonard's",1
"4525","Neyland: East",1
"4526","Neyland: West",2
"4527","Nine Elms",2
"4528","Noel Park",1
"4529","Nonsuch",1
"4530","Norbiton",1
"4531","Norbreck",1
"4532","Norbury",1
"4533","Norbury & Pollards Hill",1
"4534","Norbury & Woodsmoor",1
"4535","Norbury Park",1
"4536","Norcot",1
"4537","Norden",1
"4538","Norham & Islandshires",1
"4539","Nork",1
"4540","Norland",1
"4541","Norman",1
"4542","Normanby",1
"4543","Normandy & Pirbright",1
"4544","Normanton",1
"4545","Norreys",1
"4546","Norris Green",1
"4547","North",1
"4548","North Acton",3
"4549","North Baddesley",1
"4550","North Battle, Netherfield & Whatlington",1
"4551","North Bermondsey",5
"4552","North Carr",1
"4553","North Cheam",1
"4554","North Claines & Salwarpe",1
"4555","North Deal",1
"4556","North Downham",1
"4557","North Downs East",1
"4558","North Downs West",2
"4559","North East",1
"4560","North Edgbaston",1
"4561","North Evington",1
"4562","North Greenford",1
"4563","North Hanwell",1
"4564","North Harrow",1
"4565","North Heywood",1
"4566","North Holderness",1
"4567","North Holme",1
"4568","North Jesmond",1
"4569","North Leigh",1
"4570","North Lodge",1
"4571","North Lynn",1
"4572","North Manor",1
"4573","North Meols & Hesketh Bank",1
"4574","North Middleton",1
"4575","North Molton",1
"4576","North Mundham & Tangmere",1
"4577","North Ormesby",1
"4578","North Petherton",1
"4579","North Portslade",1
"4580","North Richmond",1
"4581","North Richmondshire",1
"4582","North Road",1
"4583","North Shields",1
"4584","North Town",1
"4585","North Walsham East",1
"4586","North Walsham Market Cross",1
"4587","North Walsham West",1
"4588","North Walworth",2
"4589","North Weald Bassett",3
"4590","North West Cosford",1
"4591","North Whetstone",1
"4592","North Wingfield Central",1
"4593","North Wymondham",1
"4594","Northallerton North & Brompton",1
"4595","Northallerton South",1
"4596","Northam",1
"4597","Northaw and Cuffley",1
"4598","Northborough & Lynch Hill Valley",1
"4599","Northbrook",1
"4600","Northbury",2
"4601","Northchurch",1
"4602","Northcote",1
"4603","Northenden",1
"4604","Northern Parishes",1
"4605","Northern Rother",1
"4606","Northfield",2
"4607","Northfield Brook",1
"4608","Northfleet & Springhead",2
"4609","Northgate",1
"4610","Northgate & West Green",1
"4611","Northill",1
"4612","Northleach",1
"4613","Northolt Mandeville",2
"4614","Northolt West End",2
"4615","Northop",1
"4616","Northowram and Shelf",1
"4617","Northstead",1
"4618","Northumberland Heath",1
"4619","Northumberland Park",1
"4620","Northway",2
"4621","Northwell",1
"4622","Northwich Leftwich",1
"4623","Northwich Winnington & Castle",1
"4624","Northwich Witton",1
"4625","Northwick Park",1
"4626","Northwood",3
"4627","Northwood Hills",1
"4628","Norton",1
"4629","Norton & Askern",1
"4630","Norton Canes",1
"4631","Norton Central",1
"4632","Norton North",1
"4633","Norton South",1
"4634","Norton South & Preston Brook",1
"4635","Norwood",1
"4636","Norwood Green",1
"4637","Nottage",1
"4638","Notting Dale",1
"4639","Nottingham Road",1
"4640","Nunhead & Queen's Road",1
"4641","Nunnery",1
"4642","Nunthorpe",1
"4643","Nuthall East & Strelley",1
"4644","Nuthurst & Lower Beeding",1
"4645","Oadby Brocks Hill",1
"4646","Oadby Grange",1
"4647","Oadby St Peter's",1
"4648","Oadby Uplands",1
"4649","Oadby Woodlands",1
"4650","Oak Tree",1
"4651","Oakdale",1
"4652","Oakengates & Ketley Bank",1
"4653","Oakham",1
"4654","Oakham North East",1
"4655","Oakham North West",1
"4656","Oakham South",1
"4657","Oakley",2
"4658","Oakley & The Candovers",1
"4659","Oakthorpe & Donisthorpe",1
"4660","Oakwood",1
"4661","Oatlands & Pannal",1
"4662","Oatlands and Burwood Park",1
"4663","Ockbrook & Borrowash",1
"4664","Ockendon",3
"4665","Odd Down",1
"4666","Odd Rode",1
"4667","Odiham",1
"4668","Offa",1
"4669","Offerton",1
"4670","Offington",1
"4671","Offmore & Comberton",1
"4672","Ogmore Vale",1
"4673","Okehampton North",1
"4674","Okehampton South",1
"4675","Old Barrow and Hindpool",1
"4676","Old Catton and Sprowston West",1
"4677","Old Costessey",1
"4678","Old Coulsdon",1
"4679","Old Dalby",1
"4680","Old Dean",1
"4681","Old Glossop",1
"4682","Old Gore",1
"4683","Old Harlow",1
"4684","Old Hastings",1
"4685","Old Heath and The Hythe",1
"4686","Old Kent Road",1
"4687","Old Leake and Wrangle",1
"4688","Old Malden",1
"4689","Old Moat",1
"4690","Old Radnor",1
"4691","Old Sarum & Lower Bourne Valley",1
"4692","Old Skelmersdale",1
"4693","Old Swan East",1
"4694","Old Swan West",1
"4695","Old Town",1
"4696","Old Trafford",1
"4697","Old Warley",1
"4698","Old Windsor",1
"4699","Oldbury",1
"4700","Oldcastle",1
"4701","Oldfield",1
"4702","Oldfield Park",1
"4703","Ollerton",1
"4704","Olney",1
"4705","Olton",1
"4706","Ombersley",1
"4707","Onehouse",1
"4708","Ongar",1
"4709","Onslow",1
"4710","Orchard",1
"4711","Orchard Park",1
"4712","Ordsall",1
"4713","Ore",1
"4714","Orford",1
"4715","Ormesby",1
"4716","Ormsgill and Parkside",1
"4717","Ormskirk East",1
"4718","Ormskirk West",1
"4719","Orpington",1
"4720","Orrell",1
"4721","Orrell Park",1
"4722","Orsett",3
"4723","Orton Longueville",1
"4724","Orton Waterville",1
"4725","Orwell",1
"4726","Orwell & Villages",1
"4727","Osbaldwick & Derwent",1
"4728","Osbaston",1
"4729","Osborne",1
"4730","Oscott",1
"4731","Osgoldcross",1
"4732","Osney & St Thomas",1
"4733","Ossett",1
"4734","Osterley & Spring Grove",2
"4735","Oswestry North",1
"4736","Oswestry North East",1
"4737","Oswestry South",1
"4738","Oswestry South East",1
"4739","Oteley & Reabrook",1
"4740","Otford and Shoreham",1
"4741","Otley & Yeadon",1
"4742","Ottershaw",2
"4743","Ottery St Mary",1
"4744","Oulton Broad",1
"4745","Oundle",1
"4746","Ouse Valley & Ringmer",1
"4747","Ouseburn",1
"4748","Oval",1
"4749","Ovenden",1
"4750","Over & Willingham",1
"4751","Overdale & The Rock",1
"4752","Overmonnow",1
"4753","Overton",1
"4754","Overton and Maelor South",1
"4755","Owlsmoor & College Town",1
"4756","Oxhey",1
"4757","Oxhey Hall & Hayling",1
"4758","Oxley",1
"4759","Oxshott and Stoke D'Abernon",1
"4760","Oxted North",2
"4761","Oxted South",1
"4762","Oxton",1
"4763","Paddock",1
"4764","Paddock Wood",1
"4765","Paddox",1
"4766","Padfield",1
"4767","Padstow",1
"4768","Page Moss",1
"4769","Pagham",1
"4770","Painswick and Upton",1
"4771","Painters Ash",1
"4772","Pakenham & Troston",1
"4773","Palace & Hurlingham",1
"4774","Palace Wood",1
"4775","Palfrey",1
"4776","Palgrave",1
"4777","Pallion",1
"4778","Palmers Green",2
"4779","Pan & Barton",1
"4780","Pandy",1
"4781","Pangbourne",1
"4782","Panshanger",1
"4783","Pant and Johnstown",1
"4784","Panteg",1
"4785","Pantiles",1
"4786","Parc a'r Mynydd",1
"4787","Park",2
"4788","Park East",1
"4789","Park End & Beckfield",1
"4790","Park Farm North",1
"4791","Park Farm South",1
"4792","Park Gate",1
"4793","Park Hall",1
"4794","Park Hill & Whitgift",1
"4795","Park Street",1
"4796","Park West",1
"4797","Park Wood & Mangravet",1
"4798","Park and Arbourthorne",1
"4799","Parkgate",1
"4800","Parkhurst & Hunnyhill",1
"4801","Parklands",2
"4802","Parkside",1
"4803","Parkstone",1
"4804","Parkwall & Warmley",1
"4805","Parr",1
"4806","Parsloes",1
"4807","Parson Drove & Wisbech St Mary",1
"4808","Parsons Green & Sandford",1
"4809","Passmores",1
"4810","Paston and Walton",1
"4811","Patcham & Hollingbury",1
"4812","Patching Hall",1
"4813","Patchway Coniston",1
"4814","Pateley Bridge & Nidderdale",1
"4815","Pattingham, Trysull, Bobbington & Lower Penn",1
"4816","Paulsgrove",1
"4817","Paulton",1
"4818","Peacehaven East",1
"4819","Peacehaven North",1
"4820","Peacehaven West",1
"4821","Peartree",1
"4822","Peascliffe & Ridgeway",1
"4823","Peasedown",1
"4824","Peasley Cross & Fingerpost",1
"4825","Peblig",1
"4826","Peckham",1
"4827","Peckham Rye",1
"4828","Pedmore & Stourbridge East",1
"4829","Peel",1
"4830","Peel Common",1
"4831","Pegswood",1
"4832","Pelaw and Heworth",1
"4833","Pelham",1
"4834","Pelsall",1
"4835","Pelton",1
"4836","Pemberton",2
"4837","Pembrey",1
"4838","Pembridge",1
"4839","Pembroke Dock: Bufferland",1
"4840","Pembroke Dock: Bush",1
"4841","Pembroke Dock: Central",1
"4842","Pembroke Dock: Market",1
"4843","Pembroke Dock: Pennar",1
"4844","Pembroke: Monkton and St Mary South",1
"4845","Pembroke: St Mary North",1
"4846","Pembroke: St Michael",1
"4847","Pembury & Capel",1
"4848","Pen Y Fal",1
"4849","Pen draw Llŷn",1
"4850","Pen-clawdd",1
"4851","Pen-sarn Pentre Mawr",1
"4852","Pen-y-fai",1
"4853","Pen-y-ffordd",1
"4854","Pen-y-graig",1
"4855","Pen-y-groes",1
"4856","Pen-y-waun",1
"4857","Penbryn",1
"4858","Pencoed and Penprysg",1
"4859","Penderry",1
"4860","Pendlebury & Clifton",1
"4861","Pendleton & Charlestown",1
"4862","Penenden Heath",2
"4863","Penge & Cator",1
"4864","Penhill and Upper Stratton",1
"4865","Penisa'r-waun",1
"4866","Penistone East",1
"4867","Penistone West",1
"4868","Penketh and Cuerdley",1
"4869","Penkhull & Springfields",1
"4870","Penkridge North & Acton Trussell",1
"4871","Penkridge South & Gailey",1
"4872","Penkside",1
"4873","Penllergaer",1
"4874","Penmaen",1
"4875","Penmaenmawr",1
"4876","Penn",1
"4877","Penn & Mill End",1
"4878","Penn Hill",1
"4879","Penn, Tylers Green & Loudwater",1
"4880","Pennard",1
"4881","Penniment",1
"4882","Pennington",1
"4883","Pennsylvania",1
"4884","Penny Lane",1
"4885","Penrhiw-ceibr",1
"4886","Penrhyn",1
"4887","Penrhyndeudraeth",1
"4888","Penrith North",1
"4889","Penrith South",1
"4890","Penryn",1
"4891","Pensby and Thingwall",1
"4892","Penshurst, Fordcombe and Chiddingstone",1
"4893","Pentre",1
"4894","Pentwyn",1
"4895","Pentyrch and St Fagans",1
"4896","Penwithick & Boscoppa",1
"4897","Penyard",1
"4898","Penycae",1
"4899","Penycae and Ruabon South",1
"4900","Penydarren",1
"4901","Penygroes",1
"4902","Penylan",1
"4903","Penyrheol",1
"4904","Penzance East",1
"4905","Penzance Promenade",1
"4906","Perivale",1
"4907","Perranporth",1
"4908","Perry Barr",1
"4909","Perry Common",1
"4910","Perry Vale",1
"4911","Perryfields",1
"4912","Pershore",1
"4913","Perton East",1
"4914","Perton Lakeside",1
"4915","Perton Wrottesley",1
"4916","Peterlee",1
"4917","Petersfield",1
"4918","Petersfield Bell Hill",1
"4919","Petersfield Causeway",1
"4920","Petersfield Heath",1
"4921","Petersfield St Peter's",1
"4922","Peterston-super-Ely",1
"4923","Petts Wood & Knoll",1
"4924","Petworth",1
"4925","Pevensey",1
"4926","Pevensey Bay",1
"4927","Peverel",1
"4928","Peverell",1
"4929","Pewsey",1
"4930","Pewsey Vale East",1
"4931","Pewsey Vale West",1
"4932","Pharos",1
"4933","Pheasant's Wood",1
"4934","Pheasey Park Farm",1
"4935","Phoenix",1
"4936","Piccadilly",1
"4937","Pickering",1
"4938","Pickersleigh",1
"4939","Pier",1
"4940","Pierremont",1
"4941","Pilgrims",1
"4942","Pilgrims Hatch",2
"4943","Pilgrims with Ightham",2
"4944","Pilkington Park",1
"4945","Pill",1
"4946","Pillgwenlly",1
"4947","Pilling",1
"4948","Pillowell",1
"4949","Pilning & Severn Beach",2
"4950","Pilsley & Morton",1
"4951","Pimlico North",2
"4952","Pimlico South",4
"4953","Pinchbeck and Surfleet",1
"4954","Pinhoe",1
"4955","Pinkneys Green",1
"4956","Pinkwell",1
"4957","Pinner",1
"4958","Pinner South",1
"4959","Pinvin",1
"4960","Pinxton",1
"4961","Pipers Hill",1
"4962","Pitsea North West",1
"4963","Pitsea South East",2
"4964","Pitshanger",1
"4965","Pittington & Sherburn",1
"4966","Pittville",1
"4967","Plains",1
"4968","Plaistow",1
"4969","Plaistow North",1
"4970","Plaistow South",1
"4971","Plaistow West & Canning Town East",1
"4972","Plashet",1
"4973","Plasnewydd",1
"4974","Pleasley",1
"4975","Pleck",1
"4976","Plessey",1
"4977","Plumpton, Streat, East Chiltington & St John",1
"4978","Plumstead",1
"4979","Plumstead & Glyndon",1
"4980","Plumstead Common",1
"4981","Plungington",1
"4982","Plymouth",1
"4983","Plympton Chaddlewood",1
"4984","Plympton Erle",1
"4985","Plympton St Mary",1
"4986","Plymstock Dunstone",1
"4987","Plymstock Radford",1
"4988","Pocklington Provincial",1
"4989","Podsmead",1
"4990","Poets",1
"4991","Polegate Central",1
"4992","Polegate North",1
"4993","Polegate South & Willingdon Watermill",1
"4994","Polesworth East",1
"4995","Polesworth West",1
"4996","Pollards Hill",1
"4997","Ponciau",1
"4998","Ponders End",1
"4999","Pontardawe",1
"5000","Pontarddulais",1
"5001","Pontefract North",1
"5002","Pontefract South",1
"5003","Ponteland East & Stannington",1
"5004","Ponteland North",1
"5005","Ponteland South with Heddon",1
"5006","Ponteland West",1
"5007","Pontllanfraith",1
"5008","Pontlliw and Tircoed",1
"5009","Pontnewydd",1
"5010","Pontnewynydd and Snatchwood",1
"5011","Pontprennau and Old St Mellons",1
"5012","Pontyberem",1
"5013","Pontyclun Central",1
"5014","Pontyclun East",1
"5015","Pontyclun West",1
"5016","Pontypool Fawr",1
"5017","Pontypridd Town",1
"5018","Pool & Tehidy",1
"5019","Poole Town",1
"5020","Poplar",4
"5021","Poplars and Hulme",1
"5022","Popley",1
"5023","Poppyland",1
"5024","Porchester",1
"5025","Poringland, Framinghams & Trowse",1
"5026","Port Talbot",1
"5027","Portchester Castle",1
"5028","Portchester Wicor",1
"5029","Porth",1
"5030","Porthcawl East Central",1
"5031","Porthcawl West Central",1
"5032","Porthill",1
"5033","Porthleven, Breage & Germoe",1
"5034","Portishead East",1
"5035","Portishead North",1
"5036","Portishead South",1
"5037","Portishead West",1
"5038","Portland",1
"5039","Portley & Queens Park",1
"5040","Portskewett",1
"5041","Portsoken",1
"5042","Portswood",1
"5043","Potters Bar Furzefield",1
"5044","Potters Bar Oakmere",1
"5045","Potters Bar Parkfield",1
"5046","Potton",1
"5047","Poulton",1
"5048","Poulton North",1
"5049","Poulton South",1
"5050","Pound Hill North & Forge Wood",2
"5051","Pound Hill South & Worth",1
"5052","Poundstock",1
"5053","Powick & the Hanleys",1
"5054","Poynton East and Pott Shrigley",1
"5055","Poynton West and Adlington",1
"5056","Prees",1
"5057","Preesall",1
"5058","Prenton",1
"5059","Prescot North",1
"5060","Prescot South",1
"5061","Prestatyn Central",1
"5062","Prestatyn East",1
"5063","Prestatyn Meliden",1
"5064","Prestatyn North",1
"5065","Prestatyn South West",1
"5066","Prestbury",1
"5067","Presteigne",1
"5068","Preston",1
"5069","Preston Park",1
"5070","Preston Rural East",1
"5071","Preston Rural North",1
"5072","Preston with Preston Grange",1
"5073","Prettygate",1
"5074","Priestwood & Garth",1
"5075","Primrose",1
"5076","Primrose Hill",1
"5077","Princes",1
"5078","Princes End",1
"5079","Princes Park",1
"5080","Princes Risborough",1
"5081","Priorslee",1
"5082","Priory",2
"5083","Priory & St James'",1
"5084","Priory Heath",1
"5085","Priory Vale",1
"5086","Prittlewell",2
"5087","Probus & St Erme",1
"5088","Prudhoe North & Wylam",1
"5089","Prudhoe South",1
"5090","Prudhoe West & Mickley",1
"5091","Publow & Whitchurch",1
"5092","Puddletown & Lower Winterborne",1
"5093","Pudsey",1
"5094","Pulborough, Coldwaltham & Amberley",1
"5095","Purbrook",1
"5096","Purleigh",1
"5097","Purley & Woodcote",1
"5098","Purley Oaks & Riddlesdown",1
"5099","Purton",1
"5100","Putnoe",1
"5101","Pyle, Kenfig Hill and Cefn Cribwr",1
"5102","Pype Hayes",2
"5103","Pyrford",1
"5104","Quainton",1
"5105","Quarry & Coton Hill",1
"5106","Quarry & Risinghurst",1
"5107","Quarry Bank & Dudley Wood",1
"5108","Quays",1
"5109","Quedgeley Fieldcourt",1
"5110","Quedgeley Severn Vale",1
"5111","Queen Edith's",1
"5112","Queen's Gate",1
"5113","Queen's Park",1
"5114","Queenborough and Halfway",1
"5115","Queenhithe",1
"5116","Queens Park",1
"5117","Queens Park & Central",1
"5118","Queensbury",2
"5119","Queensferry and Sealand",1
"5120","Queensgate",1
"5121","Queensway",1
"5122","Queenswood",1
"5123","Quinton",2
"5124","Quorn & Mountsorrel Castle",1
"5125","Racecourse",1
"5126","Rachub",1
"5127","Radbrook",1
"5128","Radcliffe East",1
"5129","Radcliffe North & Ainsworth",1
"5130","Radcliffe West",1
"5131","Radcliffe on Trent",1
"5132","Radford",1
"5133","Radford Semele",1
"5134","Radipole",1
"5135","Radstock",1
"5136","Radyr",1
"5137","Raglan",1
"5138","Rainbow Hill",1
"5139","Rainford",1
"5140","Rainham & Wennington",3
"5141","Rainham North",1
"5142","Rainham South East",1
"5143","Rainham South West",1
"5144","Rainhill",1
"5145","Rainworth North & Rufford",1
"5146","Rainworth South & Blidworth",1
"5147","Rame Peninsula & St Germans",1
"5148","Rampton",1
"5149","Ramsbottom",1
"5150","Ramsey",1
"5151","Randwick, Whiteshill and Ruscombe",1
"5152","Ranskill",1
"5153","Rassau and Garnlydan",1
"5154","Rastrick",1
"5155","Ratby, Bagworth and Thornton",1
"5156","Rattlesden",1
"5157","Ratton",1
"5158","Raunds",1
"5159","Ravenmeols",1
"5160","Ravensbury",1
"5161","Ravenscourt",2
"5162","Ravensthorpe",1
"5163","Ravenstone & Packington",1
"5164","Rawcliffe & Clifton Without",1
"5165","Rawmarsh East",1
"5166","Rawmarsh West",1
"5167","Rayne",1
"5168","Rayners Lane",1
"5169","Raynes Park",2
"5170","Rea Valley",1
"5171","Reculver",1
"5172","Red Hall & Lingfield",1
"5173","Red Hill",1
"5174","Redbourn",2
"5175","Redbridge",1
"5176","Redcliffe",1
"5177","Reddish North",1
"5178","Reddish South",1
"5179","Redhill",1
"5180","Redhill & Northbourne",1
"5181","Redhill East",1
"5182","Redhill West & Wray Common",1
"5183","Redland",1
"5184","Redlands",1
"5185","Redlynch & Landford",1
"5186","Redruth Central, Carharrack & St Day",1
"5187","Redruth North",1
"5188","Redruth South",1
"5189","Redvales",1
"5190","Reepham",1
"5191","Regency",1
"5192","Regent's Park",4
"5193","Reigate",1
"5194","Rendlesham & Orford",1
"5195","Renhold & Ravensden",1
"5196","Repton",2
"5197","Resolven and Tonna",1
"5198","Rest Bay",1
"5199","Rettendon and Runwell",1
"5200","Revel and Binley Woods",1
"5201","Rhayader",1
"5202","Rhiw",1
"5203","Rhiwbina",1
"5204","Rhiwcynon",1
"5205","Rhoose",1
"5206","Rhos",1
"5207","Rhosnesni",1
"5208","Rhuddlan",1
"5209","Rhydfelen Central",1
"5210","Rhyl East",1
"5211","Rhyl South",1
"5212","Rhyl South West",1
"5213","Rhyl Trellewelyn",1
"5214","Rhyl Tŷ Newydd",1
"5215","Rhyl West",1
"5216","Ribbleton",1
"5217","Ribchester",1
"5218","Richmond",1
"5219","Rickinghall",1
"5220","Rickmansworth Town",1
"5221","Ridge",1
"5222","Ridgeway",3
"5223","Ridgeway & Marsh Lane",1
"5224","Ridgeway East",1
"5225","Ridgeway West",2
"5226","Ringland",1
"5227","Ringlestone",1
"5228","Ringwood North & Ellingham",1
"5229","Ringwood South",1
"5230","Ripley",1
"5231","Ripley & Marehay",1
"5232","Ripon Minster & Moorside",1
"5233","Ripon Ure Bank & Spa",1
"5234","Risby",1
"5235","Risca East",1
"5236","Risca West",1
"5237","Risedale and Roosecote",1
"5238","Riseley",1
"5239","Rishton",1
"5240","River",1
"5241","Riverfield",1
"5242","Riverside",1
"5243","Riverside and Laleham",1
"5244","Riverview Park",1
"5245","Rixton and Woolston",1
"5246","Robertsbridge",1
"5247","Roby",1
"5248","Roche & Bugle",1
"5249","Roche North and Rural",1
"5250","Roche South",2
"5251","Rochester East & Warren Wood",1
"5252","Rochester West & Borstal",1
"5253","Rock Ferry",2
"5254","Rock Hill",1
"5255","Rockingham",1
